Province/State,Country/Region,Year,Month,Slope_regression,Lat,Long,Rank
"Bonaire, Sint Eustatius and Saba",Netherlands,2021,4,8.182,12.1784,-68.2385,40
Unknown,Indonesia,2021,4,8.1326,-0.7893,113.9213,41
Unknown,Trinidad and Tobago,2021,4,7.3379,10.6918,-61.2225,42
Unknown,Kyrgyzstan,2021,4,7.186,41.2044,74.7661,43
Manitoba,Canada,2021,4,6.5804,53.7609,-98.8139,44
Unknown,Afghanistan,2021,4,5.0592,33.9391,67.71,45
Unknown,Algeria,2021,4,4.7253,28.0339,1.6596,46
Unknown,Angola,2021,4,4.6917,-11.2027,17.8739,47
Unknown,"Korea, South",2021,4,3.7591,35.9078,127.7669,48
Unknown,Seychelles,2021,4,3.378,-4.6796,55.492,49
Unknown,Laos,2021,4,3.3433,19.8563,102.4955,50
Unknown,Argentina,2021,5,541.9052,-38.4161,-63.6167,1
Unknown,Colombia,2021,5,246.7452,4.5709,-74.2973,2
Unknown,Malaysia,2021,5,179.6952,4.2105,101.9758,3
Unknown,South Africa,2021,5,99.3665,-30.5595,22.9375,4
Unknown,Thailand,2021,5,85.5512,15.87,100.9925,5
Unknown,Chile,2021,5,76.0169,-35.6751,-71.543,6
Unknown,Bahrain,2021,5,66.129,26.0275,50.55,7
Unknown,Uruguay,2021,5,57.1532,-32.5228,-55.7658,8
Unknown,Bolivia,2021,5,53.7589,-16.2902,-63.5887,9
Unknown,Brazil,2021,5,48.5101,-14.235,-51.9253,10
Unknown,Indonesia,2021,5,42.0649,-0.7893,113.9213,11
Unknown,Sri Lanka,2021,5,40.4403,7.8731,80.7718,12
Unknown,United Kingdom,2021,5,39.6431,55.3781,-3.436,13
Unknown,Paraguay,2021,5,32.7286,-23.4425,-58.4438,14
Unknown,Dominican Republic,2021,5,27.3548,18.7357,-70.1627,15
Unknown,Taiwan*,2021,5,23.1181,23.7,121.0,16
Unknown,Russia,2021,5,22.0468,61.524,105.3188,17
Unknown,Afghanistan,2021,5,21.6262,33.9391,67.71,18
Unknown,Maldives,2021,5,20.2851,3.2028,73.2207,19
Unknown,Uganda,2021,5,16.4782,1.3733,32.2903,20
Unknown,Trinidad and Tobago,2021,5,10.4319,10.6918,-61.2225,21
Unknown,Venezuela,2021,5,10.3786,6.4238,-66.5897,22
Unknown,Vietnam,2021,5,9.3069,14.0583,108.2772,23
Unknown,Zambia,2021,5,8.8133,-13.1339,27.8493,24
Unknown,Saudi Arabia,2021,5,8.0629,23.8859,45.0792,25
Unknown,Costa Rica,2021,5,8.0262,9.7489,-83.7534,26
Unknown,Botswana,2021,5,7.994,-22.3285,24.6849,27
Unknown,Namibia,2021,5,7.2355,-22.9576,18.4904,28
Unknown,Portugal,2021,5,7.1968,39.3999,-8.2245,29
Unknown,Panama,2021,5,6.7931,8.538,-80.7821,30
Unknown,Suriname,2021,5,6.3952,3.9193,-56.0278,31
Unknown,Cuba,2021,5,5.9714,21.5218,-77.7812,32
Unknown,Haiti,2021,5,4.846,18.9712,-72.2852,33
Unknown,Belarus,2021,5,3.3077,53.7098,27.9534,34
Unknown,Timor-Leste,2021,5,2.6419,-8.8742,125.7275,35
Unknown,United Arab Emirates,2021,5,2.3891,23.4241,53.8478,36
Unknown,El Salvador,2021,5,2.1996,13.7942,-88.8965,37
Unknown,Angola,2021,5,1.7698,-11.2027,17.8739,38
Unknown,Congo (Kinshasa),2021,5,1.6141,-4.0383,21.7587,39
Unknown,Equatorial Guinea,2021,5,1.6036,1.6508,10.2679,40
Unknown,Tunisia,2021,5,1.5992,33.8869,9.5375,41
Unknown,Guatemala,2021,5,1.5702,15.7835,-90.2308,42
Unknown,Algeria,2021,5,1.5423,28.0339,1.6596,43
Unknown,Libya,2021,5,1.5274,26.3351,17.2283,44
Unknown,Burma,2021,5,1.4419,21.9162,95.956,45
Unknown,Nigeria,2021,5,1.2956,9.082,8.6753,46
Unknown,Oman,2021,5,1.2629,21.5126,55.9233,47
Unknown,Mauritania,2021,5,1.029,21.0079,-10.9408,48
Unknown,Fiji,2021,5,0.9992,-17.7134,178.065,49
Manitoba,Canada,2021,5,0.7633,53.7609,-98.8139,50
Unknown,Indonesia,2021,6,624.2645,-0.7893,113.9213,1
Unknown,United Kingdom,2021,6,588.5971,55.3781,-3.436,2
Unknown,Russia,2021,6,489.1506,61.524,105.3188,3
Unknown,South Africa,2021,6,474.8015,-30.5595,22.9375,4
Unknown,Bangladesh,2021,6,210.6906,23.685,90.3563,5
Unknown,Colombia,2021,6,153.4821,4.5709,-74.2973,6
Unknown,Tunisia,2021,6,100.1266,33.8869,9.5375,7
Unknown,Iran,2021,6,84.4941,32.4279,53.688,8
Unknown,Iraq,2021,6,82.339,33.2232,43.6793,9
Unknown,Zambia,2021,6,73.3822,-13.1339,27.8493,10
Unknown,Thailand,2021,6,67.2345,15.87,100.9925,11
Unknown,Cuba,2021,6,60.0478,21.5218,-77.7812,12
Unknown,Namibia,2021,6,50.6612,-22.9576,18.4904,13
Unknown,Mexico,2021,6,48.8105,23.6345,-102.5528,14
Unknown,Mongolia,2021,6,48.3557,46.8625,103.8467,15
Unknown,Oman,2021,6,45.3689,21.5126,55.9233,16
Unknown,Portugal,2021,6,43.5644,39.3999,-8.2245,17
Unknown,Burma,2021,6,40.4605,21.9162,95.956,18
Unknown,Zimbabwe,2021,6,37.1726,-19.0154,29.1549,19
Unknown,Rwanda,2021,6,34.7355,-1.9403,29.8739,20
Unknown,Kyrgyzstan,2021,6,31.8776,41.2044,74.7661,21
Unknown,Spain,2021,6,26.5139,40.4637,-3.7492,22
Unknown,Kazakhstan,2021,6,24.4024,48.0196,66.9237,23
Unknown,Mozambique,2021,6,16.8403,-18.6657,35.5296,24
Unknown,Kuwait,2021,6,16.2427,29.3117,47.4818,25
Unknown,Afghanistan,2021,6,14.3041,33.9391,67.71,26
Unknown,Ecuador,2021,6,13.861,-1.8312,-78.1834,27
Unknown,Honduras,2021,6,13.6892,15.2,-86.2419,28
Unknown,Panama,2021,6,13.4587,8.538,-80.7821,29
Unknown,Uzbekistan,2021,6,11.5813,41.3775,64.5853,30
Unknown,Fiji,2021,6,9.7508,-17.7134,178.065,31
Unknown,Kenya,2021,6,9.0714,-0.0236,37.9062,32
Unknown,Israel,2021,6,8.6585,31.0461,34.8516,33
Unknown,Vietnam,2021,6,8.1197,14.0583,108.2772,34
Unknown,Saudi Arabia,2021,6,7.4394,23.8859,45.0792,35
Unknown,Botswana,2021,6,7.2696,-22.3285,24.6849,36
Unknown,Morocco,2021,6,6.5964,31.7917,-7.0926,37
Unknown,Cyprus,2021,6,6.5235,35.1264,33.4299,38
Unknown,Cambodia,2021,6,5.7947,11.55,104.9167,39
Unknown,Malawi,2021,6,5.7726,-13.2543,34.3015,40
Unknown,Liberia,2021,6,4.1893,6.4281,-9.4295,41
Unknown,Sierra Leone,2021,6,3.1159,8.4606,-11.7799,42
Unknown,Kosovo,2021,6,2.6492,42.6026,20.903,43
Unknown,Finland,2021,6,2.6082,61.9241,25.7482,44
Unknown,Congo (Kinshasa),2021,6,2.5137,-4.0383,21.7587,45
Unknown,Ghana,2021,6,2.509,7.9465,-1.0232,46
Unknown,El Salvador,2021,6,2.299,13.7942,-88.8965,47
Unknown,Senegal,2021,6,1.6191,14.4974,-14.4524,48
Unknown,Algeria,2021,6,1.2692,28.0339,1.6596,49
Unknown,Lesotho,2021,6,1.2532,-29.61,28.2336,50
Unknown,US,2021,7,2733.0618,40.0,-100.0,1
Unknown,France,2021,7,834.1597,46.2276,2.2137,2
Unknown,Turkey,2021,7,587.327,38.9637,35.2433,3
Unknown,Iran,2021,7,561.523,32.4279,53.688,4
Unknown,Indonesia,2021,7,468.9907,-0.7893,113.9213,5
Unknown,Spain,2021,7,447.9722,40.4637,-3.7492,6
Unknown,Mexico,2021,7,444.7117,23.6345,-102.5528,7
Unknown,Thailand,2021,7,429.0657,15.87,100.9925,8
Unknown,Malaysia,2021,7,398.3843,4.2105,101.9758,9
Unknown,Vietnam,2021,7,311.3867,14.0583,108.2772,10
Unknown,Japan,2021,7,280.1847,36.2048,138.2529,11
Unknown,Morocco,2021,7,241.2427,31.7917,-7.0926,12
Unknown,Italy,2021,7,201.6758,41.8719,12.5674,13
Unknown,Cuba,2021,7,198.5286,21.5218,-77.7812,14
Unknown,Iraq,2021,7,160.6879,33.2232,43.6793,15
Unknown,Pakistan,2021,7,109.4677,30.3753,69.3451,16
Unknown,Bangladesh,2021,7,103.2722,23.685,90.3563,17
Unknown,Burma,2021,7,102.7899,21.9162,95.956,18
Unknown,Kazakhstan,2021,7,96.5093,48.0196,66.9237,19
Unknown,Georgia,2021,7,77.9468,42.3154,43.3569,20
Unknown,Israel,2021,7,70.6794,31.0461,34.8516,21
Unknown,United Kingdom,2021,7,70.2032,55.3781,-3.436,22
Unknown,Greece,2021,7,61.5528,39.0742,21.8243,23
Unknown,Libya,2021,7,60.7625,26.3351,17.2283,24
Unknown,Germany,2021,7,56.1875,51.1657,10.4515,25
Unknown,Philippines,2021,7,49.7254,12.8797,121.774,26
Unknown,Algeria,2021,7,41.1899,28.0339,1.6596,27
Unknown,Ireland,2021,7,36.1278,53.1424,-7.6921,28
Unknown,Mozambique,2021,7,34.6145,-18.6657,35.5296,29
Unknown,Nepal,2021,7,33.2149,28.1667,84.25,30
Unknown,Lebanon,2021,7,30.8347,33.8547,35.8623,31
Unknown,Belgium,2021,7,28.4532,50.8333,4.4699,32
Unknown,Senegal,2021,7,28.2052,14.4974,-14.4524,33
Unknown,"Korea, South",2021,7,27.3048,35.9078,127.7669,34
Unknown,Botswana,2021,7,26.2976,-22.3285,24.6849,35
Unknown,Guatemala,2021,7,24.7169,15.7835,-90.2308,36
Unknown,Sri Lanka,2021,7,24.0782,7.8731,80.7718,37
Unknown,Switzerland,2021,7,22.1117,46.8182,8.2275,38
Unknown,Kenya,2021,7,21.8952,-0.0236,37.9062,39
Unknown,Fiji,2021,7,21.4911,-17.7134,178.065,40
Unknown,Malawi,2021,7,18.9992,-13.2543,34.3015,41
Unknown,Finland,2021,7,18.3177,61.9241,25.7482,42
Unknown,Azerbaijan,2021,7,18.2524,40.1431,47.5769,43
Unknown,Portugal,2021,7,16.9161,39.3999,-8.2245,44
Unknown,Eswatini,2021,7,16.8798,-26.5225,31.4659,45
Unknown,Uzbekistan,2021,7,15.1782,41.3775,64.5853,46
Unknown,Denmark,2021,7,15.1621,56.2639,9.5018,47
Unknown,Nigeria,2021,7,14.8177,9.082,8.6753,48
Unknown,Austria,2021,7,14.4964,47.5162,14.5501,49
Unknown,Jordan,2021,7,13.7581,31.24,36.51,50
Unknown,US,2021,8,2270.6572,40.0,-100.0,1
Unknown,Japan,2021,8,367.1214,36.2048,138.2529,2
Unknown,Philippines,2021,8,364.9831,12.8797,121.774,3
Unknown,United Kingdom,2021,8,307.7968,55.3781,-3.436,4
Unknown,Germany,2021,8,278.0254,51.1657,10.4515,5
Unknown,Vietnam,2021,8,220.1177,14.0583,108.2772,6
Unknown,Israel,2021,8,199.8294,31.0461,34.8516,7
Unknown,Sri Lanka,2021,8,131.354,7.8731,80.7718,8
Unknown,Malaysia,2021,8,124.331,4.2105,101.9758,9
Unknown,Azerbaijan,2021,8,121.5302,40.1431,47.5769,10
Unknown,Serbia,2021,8,78.3859,44.0165,21.0059,11
Unknown,West Bank and Gaza,2021,8,72.5835,31.9522,35.2332,12
Unknown,Kosovo,2021,8,70.3552,42.6026,20.903,13
Unknown,Switzerland,2021,8,70.3113,46.8182,8.2275,14
Unknown,Uganda,2021,8,55.8165,1.3733,32.2903,15
Unknown,Mongolia,2021,8,51.3222,46.8625,103.8467,16
Unknown,Bulgaria,2021,8,48.802,42.7339,25.4858,17
Unknown,Ethiopia,2021,8,37.2665,9.145,40.4897,18
Unknown,Austria,2021,8,36.3504,47.5162,14.5501,19
Unknown,Norway,2021,8,36.0145,60.472,8.4689,20
Unknown,Costa Rica,2021,8,35.9214,9.7489,-83.7534,21
New South Wales,Australia,2021,8,35.4734,-33.8688,151.2093,22
Unknown,Guatemala,2021,8,34.9028,15.7835,-90.2308,23
Alberta,Canada,2021,8,32.6008,53.9333,-116.5765,24
Unknown,Albania,2021,8,30.4573,41.1533,20.1683,25
Unknown,North Macedonia,2021,8,29.8685,41.6086,21.7453,26
Unknown,Romania,2021,8,29.7177,45.9432,24.9668,27
Unknown,Ukraine,2021,8,25.8968,48.3794,31.1656,28
Unknown,Italy,2021,8,24.0645,41.8719,12.5674,29
Guadeloupe,France,2021,8,22.2238,16.265,-61.551,30
Unknown,Jamaica,2021,8,20.5609,18.1096,-77.2975,31
Unknown,India,2021,8,20.1161,20.5937,78.9629,32
Unknown,Sweden,2021,8,18.8097,60.1282,18.6435,33
Ontario,Canada,2021,8,18.7661,51.2538,-85.3232,34
Unknown,Belarus,2021,8,18.5452,53.7098,27.9534,35
Unknown,Bosnia and Herzegovina,2021,8,17.9847,43.9159,17.6791,36
Unknown,Montenegro,2021,8,17.3319,42.7087,19.3744,37
British Columbia,Canada,2021,8,17.1931,53.7267,-127.6476,38
Unknown,Greece,2021,8,15.5569,39.0742,21.8243,39
Unknown,Croatia,2021,8,13.7069,45.1,15.2,40
Unknown,Slovenia,2021,8,13.0286,46.1512,14.9955,41
Unknown,Ireland,2021,8,13.0012,53.1424,-7.6921,42
Quebec,Canada,2021,8,12.9399,52.9399,-73.5491,43
Unknown,Georgia,2021,8,12.0431,42.3154,43.3569,44
Unknown,Mauritius,2021,8,11.4948,-20.3484,57.5522,45
Unknown,Armenia,2021,8,11.0706,40.0691,45.0382,46
Unknown,Benin,2021,8,9.3444,9.3077,2.3158,47
Unknown,Belgium,2021,8,9.2077,50.8333,4.4699,48
Unknown,Timor-Leste,2021,8,8.2718,-8.8742,125.7275,49
Unknown,Moldova,2021,8,8.0984,47.4116,28.3699,50
Unknown,Romania,2021,9,318.8487,45.9432,24.9668,1
Unknown,Turkey,2021,9,263.2002,38.9637,35.2433,2
Unknown,Ukraine,2021,9,244.4416,48.3794,31.1656,3
Unknown,Russia,2021,9,160.1813,61.524,105.3188,4
Unknown,Mongolia,2021,9,151.273,46.8625,103.8467,5
Unknown,Serbia,2021,9,137.0888,44.0165,21.0059,6
Unknown,Tanzania,2021,9,82.1466,-6.369,34.8888,7
Unknown,Singapore,2021,9,74.107,1.2833,103.8333,8
Unknown,Slovakia,2021,9,43.5219,48.669,19.699,9
Unknown,Cameroon,2021,9,36.0476,3.848,11.5021,10
Unknown,"Korea, South",2021,9,34.0316,35.9078,127.7669,11
Unknown,Lithuania,2021,9,33.4839,55.1694,23.8813,12
Victoria,Australia,2021,9,32.1551,-37.8136,144.9631,13
Unknown,Moldova,2021,9,26.6994,47.4116,28.3699,14
Unknown,Poland,2021,9,23.707,51.9194,19.1451,15
Alberta,Canada,2021,9,23.6089,53.9333,-116.5765,16
Unknown,Croatia,2021,9,21.6618,45.1,15.2,17
Unknown,Bulgaria,2021,9,20.796,42.7339,25.4858,18
Unknown,Latvia,2021,9,19.1862,56.8796,24.6032,19
Unknown,Egypt,2021,9,16.6427,26.8206,30.8025,20
Unknown,Venezuela,2021,9,15.2541,6.4238,-66.5897,21
New Caledonia,France,2021,9,15.2387,-20.9043,165.618,22
Unknown,Cambodia,2021,9,14.6122,11.55,104.9167,23
Unknown,Ireland,2021,9,12.7121,53.1424,-7.6921,24
Unknown,Brazil,2021,9,12.3439,-14.235,-51.9253,25
Unknown,Laos,2021,9,12.3219,19.8563,102.4955,26
Unknown,Hungary,2021,9,12.1215,47.1625,19.5033,27
Unknown,Armenia,2021,9,11.5462,40.0691,45.0382,28
Unknown,Estonia,2021,9,11.214,58.5953,25.0136,29
Unknown,Slovenia,2021,9,10.1121,46.1512,14.9955,30
Unknown,Chile,2021,9,9.4859,-35.6751,-71.543,31
Unknown,Syria,2021,9,9.2036,34.8021,38.9968,32
Unknown,Czechia,2021,9,9.1786,49.8175,15.473,33
Unknown,Belarus,2021,9,9.095,53.7098,27.9534,34
Unknown,Gabon,2021,9,7.4093,-0.8037,11.6094,35
Unknown,Burundi,2021,9,6.5477,-3.3731,29.9189,36
Unknown,Angola,2021,9,6.2133,-11.2027,17.8739,37
Saskatchewan,Canada,2021,9,6.0979,52.9399,-106.4509,38
Unknown,Zimbabwe,2021,9,5.9544,-19.0154,29.1549,39
Unknown,Bosnia and Herzegovina,2021,9,5.4407,43.9159,17.6791,40
Unknown,Papua New Guinea,2021,9,5.2247,-6.315,143.9556,41
Unknown,Barbados,2021,9,5.194,13.1939,-59.5432,42
Unknown,Dominican Republic,2021,9,5.0047,18.7357,-70.1627,43
Unknown,Belgium,2021,9,4.7653,50.8333,4.4699,44
Unknown,Belize,2021,9,4.7186,17.1899,-88.4976,45
Unknown,Jordan,2021,9,4.4073,31.24,36.51,46
Unknown,Djibouti,2021,9,3.5072,11.8251,42.5903,47
Unknown,Brunei,2021,9,3.2116,4.5353,114.7277,48
New Brunswick,Canada,2021,9,3.1502,46.5653,-66.4619,49
Unknown,Saint Vincent and the Grenadines,2021,9,2.7448,12.9843,-61.2872,50
Unknown,Russia,2021,10,549.0698,61.524,105.3188,1
Unknown,Ukraine,2021,10,507.354,48.3794,31.1656,2
Unknown,United Kingdom,2021,10,342.5302,55.3781,-3.436,3
Unknown,Germany,2021,10,305.8706,51.1657,10.4515,4
Unknown,Poland,2021,10,261.6851,51.9194,19.1451,5
Unknown,Netherlands,2021,10,225.1927,52.1326,5.2913,6
Unknown,Czechia,2021,10,168.7387,49.8175,15.473,7
Unknown,Belgium,2021,10,166.3637,50.8333,4.4699,8
Unknown,Slovakia,2021,10,156.0399,48.669,19.699,9
Unknown,Austria,2021,10,114.6891,47.5162,14.5501,10
Unknown,Croatia,2021,10,103.7052,45.1,15.2,11
Unknown,Bulgaria,2021,10,103.4298,42.7339,25.4858,12
Unknown,Georgia,2021,10,88.5863,42.3154,43.3569,13
Unknown,France,2021,10,86.6685,46.2276,2.2137,14
Unknown,Hungary,2021,10,75.0431,47.1625,19.5033,15
Unknown,Italy,2021,10,69.9782,41.8719,12.5674,16
Unknown,Slovenia,2021,10,65.0476,46.1512,14.9955,17
Unknown,Azerbaijan,2021,10,64.9028,40.1431,47.5769,18
Unknown,Greece,2021,10,62.2077,39.0742,21.8243,19
Unknown,Mongolia,2021,10,58.356,46.8625,103.8467,20
Unknown,Latvia,2021,10,57.0778,56.8796,24.6032,21
Unknown,Chile,2021,10,51.5907,-35.6751,-71.543,22
Unknown,Lithuania,2021,10,49.2024,55.1694,23.8813,23
Unknown,Denmark,2021,10,47.9073,56.2639,9.5018,24
Unknown,Ireland,2021,10,44.4234,53.1424,-7.6921,25
Unknown,Armenia,2021,10,43.7129,40.0691,45.0382,26
Unknown,Estonia,2021,10,39.6077,58.5953,25.0136,27
Unknown,Singapore,2021,10,33.0911,1.2833,103.8333,28
Unknown,Romania,2021,10,29.0258,45.9432,24.9668,29
Unknown,Mauritius,2021,10,26.25,-20.3484,57.5522,30
Unknown,Jordan,2021,10,26.2,31.24,36.51,31
Unknown,Norway,2021,10,19.8286,60.472,8.4689,32
Unknown,Switzerland,2021,10,11.5677,46.8182,8.2275,33
Unknown,Moldova,2021,10,9.8956,47.4116,28.3699,34
Unknown,Portugal,2021,10,9.6335,39.3999,-8.2245,35
Unknown,Argentina,2021,10,8.6488,-38.4161,-63.6167,36
Unknown,Bolivia,2021,10,8.2609,-16.2902,-63.5887,37
Unknown,Laos,2021,10,7.7794,19.8563,102.4955,38
Unknown,Dominican Republic,2021,10,7.1609,18.7357,-70.1627,39
Unknown,Egypt,2021,10,5.625,26.8206,30.8025,40
Unknown,Colombia,2021,10,5.5536,4.5709,-74.2973,41
Unknown,Sweden,2021,10,5.546,60.1282,18.6435,42
Unknown,Uruguay,2021,10,5.4617,-32.5228,-55.7658,43
Unknown,Papua New Guinea,2021,10,5.0069,-6.315,143.9556,44
Unknown,Montenegro,2021,10,4.9282,42.7087,19.3744,45
Unknown,Barbados,2021,10,4.4883,13.1939,-59.5432,46
Unknown,New Zealand,2021,10,3.9157,-40.9006,174.886,47
Unknown,North Macedonia,2021,10,3.3488,41.6086,21.7453,48
Unknown,Botswana,2021,10,3.0004,-22.3285,24.6849,49
Unknown,Ecuador,2021,10,2.8516,-1.8312,-78.1834,50
Unknown,Germany,2021,11,1379.6172,51.1657,10.4515,1
Unknown,France,2021,11,1040.3817,46.2276,2.2137,2
Unknown,Netherlands,2021,11,518.1884,52.1326,5.2913,3
Unknown,Poland,2021,11,504.2047,51.9194,19.1451,4
Unknown,Belgium,2021,11,440.3731,50.8333,4.4699,5
Unknown,Czechia,2021,11,439.7255,49.8175,15.473,6
Unknown,US,2021,11,371.7277,40.0,-100.0,7
Unknown,Vietnam,2021,11,368.9735,14.0583,108.2772,8
Unknown,United Kingdom,2021,11,316.9857,55.3781,-3.436,9
Unknown,Italy,2021,11,297.4643,41.8719,12.5674,10
Unknown,Spain,2021,11,279.0207,40.4637,-3.7492,11
Unknown,Austria,2021,11,223.0834,47.5162,14.5501,12
Unknown,Switzerland,2021,11,218.6972,46.8182,8.2275,13
Unknown,Hungary,2021,11,211.3155,47.1625,19.5033,14
Unknown,Slovakia,2021,11,182.9976,48.669,19.699,15
Unknown,South Africa,2021,11,158.5615,-30.5595,22.9375,16
Unknown,Jordan,2021,11,111.6618,31.24,36.51,17
Unknown,Denmark,2021,11,90.8636,56.2639,9.5018,18
Unknown,Portugal,2021,11,84.3386,39.3999,-8.2245,19
Unknown,"Korea, South",2021,11,75.6961,35.9078,127.7669,20
Unknown,Norway,2021,11,58.5746,60.472,8.4689,21
Unknown,Ireland,2021,11,50.168,53.1424,-7.6921,22
Unknown,Sweden,2021,11,38.7522,60.1282,18.6435,23
Unknown,Lebanon,2021,11,29.527,33.8547,35.8623,24
Unknown,Peru,2021,11,27.7871,-9.19,-75.0152,25
Unknown,Colombia,2021,11,22.7846,4.5709,-74.2973,26
Unknown,Argentina,2021,11,22.0612,-38.4161,-63.6167,27
Unknown,Finland,2021,11,20.3395,61.9241,25.7482,28
Quebec,Canada,2021,11,19.723,52.9399,-73.5491,29
Reunion,France,2021,11,18.2033,-21.1151,55.5364,30
Unknown,Laos,2021,11,14.8118,19.8563,102.4955,31
Ontario,Canada,2021,11,14.3326,51.2538,-85.3232,32
Unknown,Trinidad and Tobago,2021,11,14.1259,10.6918,-61.2225,33
Unknown,Cyprus,2021,11,12.9784,35.1264,33.4299,34
Unknown,Bolivia,2021,11,11.8009,-16.2902,-63.5887,35
Unknown,Chile,2021,11,8.6623,-35.6751,-71.543,36
Unknown,Sri Lanka,2021,11,7.0505,7.8731,80.7718,37
Unknown,Sudan,2021,11,6.3184,12.8628,30.2176,38
Unknown,Luxembourg,2021,11,5.6085,49.8153,6.1296,39
Unknown,Zimbabwe,2021,11,4.2763,-19.0154,29.1549,40
Unknown,Andorra,2021,11,4.0598,42.5063,1.5218,41
Unknown,Panama,2021,11,3.8679,8.538,-80.7821,42
Unknown,Algeria,2021,11,3.2376,28.0339,1.6596,43
Guernsey,United Kingdom,2021,11,2.8396,49.4482,-2.5895,44
Unknown,Madagascar,2021,11,2.7506,-18.7669,46.8691,45
Jersey,United Kingdom,2021,11,2.7139,49.2138,-2.1358,46
Unknown,Malta,2021,11,2.3555,35.9375,14.3754,47
Unknown,Liechtenstein,2021,11,2.0089,47.14,9.55,48
Unknown,Paraguay,2021,11,1.8986,-23.4425,-58.4438,49
Isle of Man,United Kingdom,2021,11,1.8652,54.2361,-4.5481,50
Unknown,US,2021,12,11528.9072,40.0,-100.0,1
Unknown,United Kingdom,2021,12,4375.7627,55.3781,-3.436,2
Unknown,France,2021,12,3894.8801,46.2276,2.2137,3
Unknown,Spain,2021,12,2884.0178,40.4637,-3.7492,4
Unknown,Italy,2021,12,2671.2952,41.8719,12.5674,5
Unknown,Argentina,2021,12,1144.9552,-38.4161,-63.6167,6
Unknown,Greece,2021,12,603.8714,39.0742,21.8243,7
Unknown,Portugal,2021,12,587.2589,39.3999,-8.2245,8
Ontario,Canada,2021,12,533.8972,51.2538,-85.3232,9
Unknown,Denmark,2021,12,518.4496,56.2639,9.5018,10
New South Wales,Australia,2021,12,498.3831,-33.8688,151.2093,11
Quebec,Canada,2021,12,445.4782,52.9399,-73.5491,12
Unknown,Ireland,2021,12,375.9202,53.1424,-7.6921,13
Unknown,Turkey,2021,12,359.3032,38.9637,35.2433,14
Unknown,Switzerland,2021,12,217.1456,46.8182,8.2275,15
Unknown,Ethiopia,2021,12,179.3347,9.145,40.4897,16
Unknown,Zambia,2021,12,162.7141,-13.1339,27.8493,17
Unknown,Finland,2021,12,162.6218,61.9241,25.7482,18
Unknown,Sweden,2021,12,161.3512,60.1282,18.6435,19
Unknown,Colombia,2021,12,136.5992,4.5709,-74.2973,20
Unknown,Mozambique,2021,12,123.3323,-18.6657,35.5296,21
Unknown,India,2021,12,121.7871,20.5937,78.9629,22
Unknown,Kenya,2021,12,120.2504,-0.0236,37.9062,23
Victoria,Australia,2021,12,114.8032,-37.8136,144.9631,24
British Columbia,Canada,2021,12,113.0496,53.7267,-127.6476,25
Unknown,Bolivia,2021,12,107.1569,-16.2902,-63.5887,26
Unknown,Israel,2021,12,103.2907,31.0461,34.8516,27
